CustomerID,Segment,RFM Score,Recency,Total Orders,Total Revenue,Churn Risk,Last Purchase Date
15517,At Risk,112,233,1,246.72,High Risk,2011-04-20 14:02:00
15518,Champions,345,64,11,1634.63,Low Risk,2011-10-06 13:05:00
15520,Loyal Customers,513,2,1,320.70000000000005,Low Risk,2011-12-08 10:58:00
15521,Champions,345,37,10,1939.6100000000001,Low Risk,2011-11-02 16:39:00
15522,Potential Loyalists,313,33,2,326.6499999999999,Medium Risk,2011-11-07 11:26:00
15523,At Risk,211,84,1,88.50999999999999,High Risk,2011-09-16 16:29:00
15525,Loyal Customers,523,2,3,562.52,Low Risk,2011-12-07 14:43:00
15526,At Risk,311,33,1,9.14,High Risk,2011-11-06 15:01:00
15527,Champions,445,19,9,1451.6399999999999,Low Risk,2011-11-21 12:17:00
15528,Lost Customers,111,254,1,147.48000000000002,High Risk,2011-03-30 16:14:00
15529,Champions,445,23,12,3538.4300000000003,Low Risk,2011-11-17 11:29:00
15530,Loyal Customers,434,22,4,1044.1200000000003,Low Risk,2011-11-18 12:25:00
15531,Loyal Customers,515,8,2,1485.15,Low Risk,2011-12-01 18:43:00
15532,Loyal Customers,434,25,6,940.99,Low Risk,2011-11-14 14:51:00
15533,Loyal Customers,433,19,5,470.66999999999996,Low Risk,2011-11-20 15:35:00
15535,Potential Loyalists,232,173,5,245.45000000000002,Medium Risk,2011-06-19 16:02:00
15537,At Risk,211,163,1,74.12,High Risk,2011-06-29 13:10:00
15539,Loyal Customers,513,7,1,478.46000000000004,Low Risk,2011-12-02 13:36:00
15540,Potential Loyalists,512,11,1,185.22000000000003,Medium Risk,2011-11-28 13:51:00
15541,At Risk,211,114,1,55.38,High Risk,2011-08-17 14:58:00
15543,Lost Customers,111,288,1,111.96,High Risk,2011-02-24 15:26:00
15544,Champions,545,9,11,3479.21,Low Risk,2011-12-01 09:16:00
15545,Potential Loyalists,312,54,2,217.17,Medium Risk,2011-10-16 13:24:00
15547,Champions,545,7,13,3578.83,Low Risk,2011-12-02 12:52:00
15549,Loyal Customers,234,77,4,1081.86,Low Risk,2011-09-23 16:22:00
15550,Loyal Customers,533,4,4,474.38,Low Risk,2011-12-05 15:38:00
15551,Potential Loyalists,312,37,1,258.96999999999997,Medium Risk,2011-11-03 12:37:00
15552,Lost Customers,111,217,1,90.12,High Risk,2011-05-06 14:47:00
15553,Potential Loyalists,313,60,1,376.68,Medium Risk,2011-10-10 14:02:00
15554,Lost Customers,111,278,1,130.4,High Risk,2011-03-07 09:00:00
15555,Champions,545,12,20,3896.44,Low Risk,2011-11-27 16:19:00
15556,Potential Loyalists,412,24,1,201.36999999999998,Medium Risk,2011-11-15 16:08:00
15557,Potential Loyalists,412,29,1,240.56000000000003,Medium Risk,2011-11-11 12:46:00
15561,Loyal Customers,533,12,5,493.19000000000005,Low Risk,2011-11-28 11:07:00
15563,Champions,534,9,5,1082.1299999999999,Low Risk,2011-12-01 09:36:00
15565,At Risk,311,50,2,123.66,High Risk,2011-10-20 14:33:00
15567,Potential Loyalists,411,19,1,59.699999999999996,Medium Risk,2011-11-21 10:48:00
15568,Loyal Customers,524,3,3,704.1399999999999,Low Risk,2011-12-07 11:27:00
15569,At Risk,211,132,2,59.160000000000004,High Risk,2011-07-31 10:38:00
15570,Champions,545,7,13,3019.58,Low Risk,2011-12-02 14:47:00
15571,Loyal Customers,532,12,4,302.2,Low Risk,2011-11-28 10:02:00
15572,Champions,545,5,7,1532.54,Low Risk,2011-12-05 10:09:00
15573,Potential Loyalists,413,32,2,366.5,Medium Risk,2011-11-08 11:38:00
15574,Potential Loyalists,233,178,4,424.45,Medium Risk,2011-06-15 12:01:00
15576,Potential Loyalists,313,38,1,549.33,Medium Risk,2011-11-02 12:03:00
15577,Potential Loyalists,222,151,3,209.52999999999997,Medium Risk,2011-07-11 17:03:00
15578,At Risk,211,162,1,119.14999999999998,High Risk,2011-06-30 13:03:00
15579,Potential Loyalists,312,69,2,209.85000000000002,Medium Risk,2011-10-02 12:45:00
15581,Loyal Customers,243,156,10,562.28,Low Risk,2011-07-06 14:04:00
15582,Loyal Customers,424,25,3,663.01,Low Risk,2011-11-15 09:55:00
15584,Loyal Customers,433,24,5,511.90999999999997,Low Risk,2011-11-16 10:55:00
15585,Potential Loyalists,213,177,1,439.4,Medium Risk,2011-06-16 08:38:00
15587,Potential Loyalists,322,50,3,305.28000000000003,Medium Risk,2011-10-20 13:37:00
15589,Potential Loyalists,123,256,3,395.88,Medium Risk,2011-03-29 09:54:00
15592,Potential Loyalists,313,47,1,314.65999999999997,Medium Risk,2011-10-24 08:59:00
15593,At Risk,211,71,1,45.0,High Risk,2011-09-30 11:46:00
15594,Champions,435,16,6,1459.6500000000003,Low Risk,2011-11-24 08:53:00
15596,Potential Loyalists,134,215,6,974.44,Medium Risk,2011-05-09 10:02:00
15597,Potential Loyalists,412,30,2,306.71999999999997,Medium Risk,2011-11-10 11:46:00
15598,Potential Loyalists,322,35,3,200.68,Medium Risk,2011-11-04 13:14:00
15599,Loyal Customers,414,27,2,653.6899999999999,Low Risk,2011-11-13 11:44:00
15601,Champions,545,11,15,4624.870000000001,Low Risk,2011-11-28 15:15:00
15602,Champions,544,8,7,595.9,Low Risk,2011-12-01 14:14:00
15604,Potential Loyalists,312,52,1,216.39,Medium Risk,2011-10-18 14:47:00
15605,Loyal Customers,334,36,5,838.98,Low Risk,2011-11-03 14:17:00
15606,Champions,345,57,11,2088.7200000000003,Low Risk,2011-10-13 13:32:00
15607,Lost Customers,111,337,1,87.76,High Risk,2011-01-07 12:44:00
15608,Loyal Customers,324,60,3,754.51,Low Risk,2011-10-10 13:33:00
15609,At Risk,112,184,1,257.28000000000003,High Risk,2011-06-08 13:00:00
15610,At Risk,311,52,1,112.46,High Risk,2011-10-19 10:36:00
15611,Champions,543,10,11,551.76,Low Risk,2011-11-30 12:36:00
15612,At Risk,311,36,2,73.05,High Risk,2011-11-03 14:52:00
15615,Champions,545,10,24,7647.33,Low Risk,2011-11-29 14:42:00
15618,Loyal Customers,334,33,5,687.6010000000001,Low Risk,2011-11-07 08:34:00
15619,Potential Loyalists,511,11,1,99.60000000000001,Medium Risk,2011-11-29 08:14:00
15620,Loyal Customers,334,50,5,1125.5,Low Risk,2011-10-20 19:17:00
15621,Loyal Customers,522,4,3,202.01,Low Risk,2011-12-05 14:01:00
15622,Champions,545,3,13,2747.04,Low Risk,2011-12-06 14:57:00
15623,At Risk,212,141,1,215.53000000000003,High Risk,2011-07-21 17:26:00
15624,Potential Loyalists,233,117,4,386.55000000000007,Medium Risk,2011-08-15 11:38:00
15625,Loyal Customers,244,100,8,1161.4199999999998,Low Risk,2011-08-31 16:13:00
15626,Potential Loyalists,213,75,2,537.16,Medium Risk,2011-09-26 10:03:00
15628,Champions,545,5,10,2532.9400000000005,Low Risk,2011-12-05 10:24:00
15630,Potential Loyalists,314,45,2,942.0499999999998,Medium Risk,2011-10-25 15:36:00
15632,Champions,445,16,9,2366.6499999999996,Low Risk,2011-11-24 09:51:00
15634,Potential Loyalists,412,17,1,184.8,Medium Risk,2011-11-22 16:28:00
15636,Potential Loyalists,213,90,2,508.56000000000006,Medium Risk,2011-09-11 11:17:00
15637,Potential Loyalists,312,53,1,199.56,Medium Risk,2011-10-18 08:28:00
15639,At Risk,212,134,1,178.01999999999998,High Risk,2011-07-28 14:30:00
15640,Champions,545,4,15,7326.93,Low Risk,2011-12-05 14:35:00
15641,Loyal Customers,235,105,4,1749.32,Low Risk,2011-08-26 14:04:00
15643,Potential Loyalists,233,179,6,433.95,Medium Risk,2011-06-13 17:19:00
15644,Loyal Customers,234,166,4,732.09,Low Risk,2011-06-26 14:54:00
15645,Potential Loyalists,413,19,1,419.4100000000001,Medium Risk,2011-11-21 11:55:00
15646,Potential Loyalists,233,158,4,364.57000000000005,Medium Risk,2011-07-05 09:53:00
15648,Potential Loyalists,133,204,4,389.05,Medium Risk,2011-05-19 15:53:00
15651,Potential Loyalists,323,37,3,491.66,Medium Risk,2011-11-03 08:41:00
15652,At Risk,212,91,1,263.09,High Risk,2011-09-09 14:22:00
15653,At Risk,211,116,1,48.0,High Risk,2011-08-16 09:50:00
15654,Loyal Customers,513,9,2,380.9100000000001,Low Risk,2011-11-30 13:08:00
15655,At Risk,113,243,1,433.82,High Risk,2011-04-10 15:25:00
15656,Loyal Customers,333,45,4,524.55,Low Risk,2011-10-25 14:56:00
15657,Potential Loyalists,411,23,1,30.0,Medium Risk,2011-11-17 12:19:00
15658,Potential Loyalists,133,190,5,470.8,Medium Risk,2011-06-02 15:22:00
15659,At Risk,311,44,1,60.0,High Risk,2011-10-27 09:23:00
15660,Champions,445,25,11,1470.2399999999996,Low Risk,2011-11-14 16:58:00
15661,Lost Customers,111,317,1,19.8,High Risk,2011-01-26 13:56:00
15663,At Risk,211,106,1,98.69999999999999,High Risk,2011-08-25 15:50:00
15664,Potential Loyalists,312,51,2,268.88,Medium Risk,2011-10-20 10:57:00
15665,Potential Loyalists,215,168,2,1732.75,Medium Risk,2011-06-24 14:57:00
15667,Potential Loyalists,312,40,1,301.32000000000005,Medium Risk,2011-10-31 10:56:00
15669,Loyal Customers,333,40,5,437.0,Low Risk,2011-10-30 16:03:00
15670,Lost Customers,111,297,1,125.80000000000001,High Risk,2011-02-16 10:50:00
15671,Loyal Customers,434,26,6,1090.5600000000002,Low Risk,2011-11-14 10:50:00
15673,Loyal Customers,235,88,4,1902.31,Low Risk,2011-09-12 16:12:00
15674,Loyal Customers,235,73,5,1737.3100000000002,Low Risk,2011-09-27 15:17:00
15675,Potential Loyalists,222,81,3,216.16000000000003,Medium Risk,2011-09-19 13:48:00
15676,Champions,535,9,5,2651.5200000000004,Low Risk,2011-11-30 17:39:00
15677,Potential Loyalists,313,49,1,508.17999999999995,Medium Risk,2011-10-21 15:36:00
15678,Potential Loyalists,312,53,1,290.3,Medium Risk,2011-10-18 09:25:00
15679,Loyal Customers,434,24,4,671.58,Low Risk,2011-11-15 16:19:00
15680,Loyal Customers,524,9,3,1110.54,Low Risk,2011-11-30 13:46:00
15681,Loyal Customers,434,18,6,1291.66,Low Risk,2011-11-21 13:25:00
15683,At Risk,212,117,1,152.95000000000002,High Risk,2011-08-14 12:56:00
15687,Champions,545,9,10,2240.83,Low Risk,2011-12-01 08:33:00
15689,At Risk,212,120,2,157.79999999999998,High Risk,2011-08-12 09:37:00
15690,Potential Loyalists,512,4,2,201.48000000000002,Medium Risk,2011-12-05 15:59:00
15692,Potential Loyalists,412,28,1,191.03999999999996,Medium Risk,2011-11-11 14:12:00
15694,Champions,545,8,12,1645.6600000000003,Low Risk,2011-12-01 18:16:00
15695,At Risk,113,267,2,357.81,High Risk,2011-03-18 08:32:00
15696,Champions,345,33,11,1981.7600000000002,Low Risk,2011-11-06 14:02:00
15699,Potential Loyalists,412,18,1,174.60000000000002,Medium Risk,2011-11-22 08:26:00
15700,Potential Loyalists,223,172,3,515.7300000000001,Medium Risk,2011-06-20 16:53:00
15701,Champions,534,2,4,1043.3600000000001,Low Risk,2011-12-07 14:39:00
15703,Lost Customers,111,265,1,104.4,High Risk,2011-03-20 10:51:00
15704,Loyal Customers,235,140,4,1660.5700000000002,Low Risk,2011-07-22 13:35:00
15705,Lost Customers,111,201,1,19.5,High Risk,2011-05-22 15:37:00
15706,Loyal Customers,333,60,5,565.86,Low Risk,2011-10-11 10:14:00
15707,Loyal Customers,334,35,4,793.76,Low Risk,2011-11-04 14:35:00
15708,Champions,345,41,10,2273.22,Low Risk,2011-10-30 10:54:00
15709,Lost Customers,111,284,1,69.65,High Risk,2011-03-01 10:38:00
15712,Champions,534,9,5,842.9,Low Risk,2011-11-30 14:09:00
15713,At Risk,212,143,2,233.75,High Risk,2011-07-19 13:34:00
15714,Potential Loyalists,512,12,2,248.58,Medium Risk,2011-11-28 11:26:00
15716,Loyal Customers,234,146,4,782.19,Low Risk,2011-07-17 11:59:00
15717,At Risk,112,234,1,150.3,High Risk,2011-04-19 13:21:00
15719,Champions,345,33,14,4513.32,Low Risk,2011-11-07 12:29:00
15720,Potential Loyalists,413,24,1,397.83000000000004,Medium Risk,2011-11-15 14:48:00
15721,Loyal Customers,513,12,1,441.05000000000007,Low Risk,2011-11-28 12:14:00
15722,Loyal Customers,334,36,5,686.7200000000001,Low Risk,2011-11-04 11:41:00
15723,Lost Customers,111,365,1,124.30000000000001,High Risk,2010-12-10 11:12:00
15724,At Risk,112,201,2,164.7,High Risk,2011-05-22 14:40:00
15725,Potential Loyalists,413,15,1,358.45,Medium Risk,2011-11-24 14:51:00
15727,Champions,445,17,7,3848.26,Low Risk,2011-11-23 12:36:00
15728,At Risk,311,49,1,0.0,High Risk,2011-10-21 14:03:00
15729,Lost Customers,111,213,1,62.0,High Risk,2011-05-11 12:36:00
15730,Loyal Customers,334,66,4,914.5600000000001,Low Risk,2011-10-05 12:31:00
15732,At Risk,112,212,2,280.2,High Risk,2011-05-11 14:24:00
15733,Lost Customers,111,283,1,100.5,High Risk,2011-03-02 09:05:00
15734,Potential Loyalists,213,115,2,376.34999999999997,Medium Risk,2011-08-17 10:50:00
15737,Champions,444,15,8,904.95,Low Risk,2011-11-25 11:21:00
15738,Champions,445,19,19,3804.939999999999,Low Risk,2011-11-21 08:26:00
15739,At Risk,311,66,1,30.0,High Risk,2011-10-04 13:42:00
15740,At Risk,311,49,1,126.80000000000001,High Risk,2011-10-21 14:29:00
15743,Loyal Customers,433,16,4,364.56,Low Risk,2011-11-23 17:19:00
15744,At Risk,211,78,1,6.959999999999999,High Risk,2011-09-23 09:52:00
15745,Champions,534,9,6,768.74,Low Risk,2011-12-01 11:18:00
15746,At Risk,212,134,1,182.96000000000004,High Risk,2011-07-28 15:21:00
15747,Loyal Customers,424,13,3,617.1899999999999,Low Risk,2011-11-27 12:26:00
15748,At Risk,311,40,1,90.25999999999999,High Risk,2011-10-30 12:51:00
15750,Champions,545,3,9,2121.1000000000004,Low Risk,2011-12-07 12:34:00
15752,Champions,345,40,8,2553.02,Low Risk,2011-10-31 11:37:00
15754,Loyal Customers,333,51,4,440.71999999999997,Low Risk,2011-10-20 11:44:00
15755,Champions,545,1,8,1886.69,Low Risk,2011-12-08 18:59:00
15756,Loyal Customers,333,61,4,380.46000000000004,Low Risk,2011-10-09 13:30:00
15757,Potential Loyalists,313,66,2,556.1300000000001,Medium Risk,2011-10-05 12:14:00
15758,Potential Loyalists,412,25,1,187.4,Medium Risk,2011-11-15 10:48:00
15759,Lost Customers,111,297,2,77.24000000000001,High Risk,2011-02-16 11:58:00
15762,Potential Loyalists,313,65,2,482.95,Medium Risk,2011-10-05 16:15:00
15763,Potential Loyalists,413,32,2,534.32,Medium Risk,2011-11-08 09:44:00
15764,Loyal Customers,245,81,10,2504.5699999999997,Low Risk,2011-09-19 16:16:00
15766,Potential Loyalists,312,64,1,273.65999999999997,Medium Risk,2011-10-06 17:03:00
15768,Potential Loyalists,223,116,3,331.03,Medium Risk,2011-08-16 10:48:00
15769,Lost Customers,111,235,1,122.03999999999999,High Risk,2011-04-18 14:00:00
15773,Potential Loyalists,511,6,1,128.8,Medium Risk,2011-12-04 12:48:00
15774,Potential Loyalists,312,69,1,169.6,Medium Risk,2011-10-02 12:04:00
15775,Lost Customers,111,245,1,87.9,High Risk,2011-04-08 12:56:00
15776,At Risk,211,133,1,139.73000000000002,High Risk,2011-07-29 13:46:00
15777,Potential Loyalists,123,241,3,309.21,Medium Risk,2011-04-12 16:43:00
15780,Potential Loyalists,123,184,3,324.73,Medium Risk,2011-06-09 12:01:00
15781,Potential Loyalists,422,25,3,237.06,Medium Risk,2011-11-14 14:57:00
15782,Champions,525,10,3,1306.6800000000003,Low Risk,2011-11-30 10:49:00
15783,Potential Loyalists,512,11,1,165.62000000000003,Medium Risk,2011-11-29 09:50:00
15785,Champions,444,30,7,1032.27,Low Risk,2011-11-10 12:08:00
15786,Loyal Customers,335,44,5,3945.7,Low Risk,2011-10-27 10:53:00
15787,Loyal Customers,424,26,3,670.51,Low Risk,2011-11-13 14:55:00
15789,At Risk,112,358,1,297.65999999999997,High Risk,2010-12-16 14:35:00
15790,Potential Loyalists,511,10,1,117.42999999999999,Medium Risk,2011-11-29 14:53:00
15791,Potential Loyalists,314,44,2,1111.3700000000001,Medium Risk,2011-10-27 10:14:00
15793,Potential Loyalists,411,15,2,133.92000000000002,Medium Risk,2011-11-25 09:31:00
15795,Potential Loyalists,213,150,1,495.5200000000001,Medium Risk,2011-07-13 10:43:00
15796,Champions,545,1,9,1742.4600000000005,Low Risk,2011-12-08 19:55:00
15799,Potential Loyalists,224,76,3,657.29,Medium Risk,2011-09-25 12:46:00
15800,Potential Loyalists,213,107,2,499.19000000000005,Medium Risk,2011-08-24 14:23:00
15801,Loyal Customers,334,46,4,935.3499999999999,Low Risk,2011-10-24 13:52:00
15803,Potential Loyalists,312,51,1,154.86,Medium Risk,2011-10-19 14:56:00
15804,Champions,545,1,18,3119.1800000000003,Low Risk,2011-12-09 12:31:00
15805,Champions,445,23,17,4336.5,Low Risk,2011-11-16 16:32:00
15806,Loyal Customers,324,46,3,671.2199999999999,Low Risk,2011-10-24 14:35:00
15807,Potential Loyalists,314,50,2,798.1000000000001,Medium Risk,2011-10-20 14:09:00
15808,Loyal Customers,135,306,5,2628.82,Low Risk,2011-02-06 14:33:00
15809,Potential Loyalists,332,36,5,307.9,Medium Risk,2011-11-04 12:05:00
15810,Loyal Customers,244,79,7,1279.4299999999998,Low Risk,2011-09-22 09:38:00
15811,Champions,445,17,8,1718.68,Low Risk,2011-11-22 15:29:00
15812,Potential Loyalists,222,107,3,202.93,Medium Risk,2011-08-24 14:19:00
15813,Potential Loyalists,114,208,2,715.36,Medium Risk,2011-05-16 08:13:00
15814,Loyal Customers,434,17,4,969.69,Low Risk,2011-11-23 08:17:00
15815,Potential Loyalists,323,64,3,522.4799999999999,Medium Risk,2011-10-07 12:42:00
15819,Loyal Customers,335,49,4,1728.5700000000002,Low Risk,2011-10-21 14:50:00
15820,Lost Customers,111,320,1,116.97999999999999,High Risk,2011-01-24 12:00:00
15821,Potential Loyalists,313,44,2,366.81,Medium Risk,2011-10-26 15:48:00
15822,Loyal Customers,513,3,2,508.62,Low Risk,2011-12-06 14:50:00
15823,Lost Customers,111,337,1,0.0,High Risk,2011-01-06 12:58:00
15825,At Risk,212,172,1,199.44,High Risk,2011-06-20 13:27:00
15826,Loyal Customers,334,51,4,1228.47,Low Risk,2011-10-19 13:24:00
15827,Loyal Customers,245,73,19,1387.04,Low Risk,2011-09-27 15:35:00
15829,Potential Loyalists,213,99,2,517.8199999999999,Medium Risk,2011-09-01 16:45:00
15830,Potential Loyalists,413,29,2,436.5,Medium Risk,2011-11-10 13:35:00
15831,Potential Loyalists,323,58,3,380.12,Medium Risk,2011-10-12 13:14:00
15832,Potential Loyalists,114,254,1,807.5900000000001,Medium Risk,2011-03-30 15:29:00
15834,Loyal Customers,335,70,4,1297.33,Low Risk,2011-09-30 14:41:00
15835,Loyal Customers,334,44,4,766.3900000000001,Low Risk,2011-10-26 15:47:00
15836,At Risk,311,50,1,49.97,High Risk,2011-10-20 17:13:00
15837,Potential Loyalists,312,65,1,282.38,Medium Risk,2011-10-06 09:01:00
15838,Loyal Customers,434,25,5,717.84,Low Risk,2011-11-14 12:58:00
15839,Loyal Customers,434,25,4,986.51,Low Risk,2011-11-14 13:25:00
15840,Potential Loyalists,323,59,3,317.79999999999995,Medium Risk,2011-10-12 09:08:00
15841,Loyal Customers,334,64,6,735.0,Low Risk,2011-10-06 18:31:00
15843,Lost Customers,111,304,1,62.85000000000001,High Risk,2011-02-09 10:19:00
15844,At Risk,311,46,1,108.84,High Risk,2011-10-24 15:19:00
15845,Champions,445,18,9,2801.32,Low Risk,2011-11-22 09:42:00
15847,Potential Loyalists,312,38,2,278.04,Medium Risk,2011-11-01 14:41:00
15850,Potential Loyalists,412,19,2,190.47000000000003,Medium Risk,2011-11-20 14:14:00
15852,Lost Customers,111,197,1,52.21000000000001,High Risk,2011-05-26 13:26:00
15853,At Risk,311,52,1,110.80000000000001,High Risk,2011-10-19 10:38:00
15854,Loyal Customers,533,4,6,450.63000000000005,Low Risk,2011-12-05 13:39:00
15855,Loyal Customers,234,137,5,712.24,Low Risk,2011-07-26 10:20:00
15856,Champions,545,4,28,8311.73,Low Risk,2011-12-05 17:09:00
15857,Potential Loyalists,412,19,1,174.59999999999994,Medium Risk,2011-11-21 12:18:00
15858,Loyal Customers,434,16,5,1169.4499999999998,Low Risk,2011-11-24 12:48:00
15860,Loyal Customers,344,41,8,627.91,Low Risk,2011-10-30 11:25:00
15861,Champions,545,12,7,2739.27,Low Risk,2011-11-27 15:59:00
15862,Loyal Customers,533,8,4,593.6900000000002,Low Risk,2011-12-01 13:28:00
15863,Potential Loyalists,411,26,2,35.49000000000001,Medium Risk,2011-11-14 12:49:00
15864,Loyal Customers,333,67,4,334.79999999999995,Low Risk,2011-10-04 10:31:00
15865,Potential Loyalists,323,41,3,338.28,Medium Risk,2011-10-30 12:43:00
15866,At Risk,211,101,1,142.04,High Risk,2011-08-30 14:09:00
15867,Champions,545,5,16,1985.8999999999996,Low Risk,2011-12-04 13:37:00
15869,Lost Customers,111,277,2,119.40000000000003,High Risk,2011-03-07 17:23:00
15870,Potential Loyalists,313,33,1,328.44,Medium Risk,2011-11-07 10:58:00
15872,Potential Loyalists,412,15,2,268.2,Medium Risk,2011-11-25 11:55:00
15874,Champions,345,63,9,1465.35,Low Risk,2011-10-07 12:58:00
15877,Loyal Customers,513,2,2,361.73,Low Risk,2011-12-08 11:53:00
15880,At Risk,112,369,1,279.47999999999996,High Risk,2010-12-05 13:00:00
15881,Potential Loyalists,132,312,6,186.44000000000003,Medium Risk,2011-01-31 16:59:00
15882,Potential Loyalists,133,199,5,425.75999999999993,Medium Risk,2011-05-25 11:35:00
15883,Loyal Customers,513,2,2,324.4800000000001,Low Risk,2011-12-07 17:05:00
15885,At Risk,212,93,1,240.7,High Risk,2011-09-07 14:56:00
15886,At Risk,311,60,1,74.75,High Risk,2011-10-10 14:25:00
15888,At Risk,211,80,2,91.80999999999999,High Risk,2011-09-21 09:44:00
15889,At Risk,212,157,2,296.77,High Risk,2011-07-06 11:10:00
15891,At Risk,113,227,1,361.97,High Risk,2011-04-27 12:35:00
15894,At Risk,112,253,2,250.3,High Risk,2011-03-31 13:50:00
15895,At Risk,211,150,1,21.85,High Risk,2011-07-13 10:27:00
15897,Lost Customers,111,194,2,90.53,High Risk,2011-05-29 13:50:00
15898,Champions,534,1,6,677.5799999999999,Low Risk,2011-12-08 15:23:00
15899,Lost Customers,111,369,1,43.5,High Risk,2010-12-06 10:36:00
15900,Potential Loyalists,413,24,1,337.28000000000003,Medium Risk,2011-11-16 12:19:00
15901,Potential Loyalists,422,17,3,272.76,Medium Risk,2011-11-23 12:43:00
15903,Champions,545,10,8,2050.44,Low Risk,2011-11-30 08:08:00
15904,Potential Loyalists,511,8,1,99.48,Medium Risk,2011-12-01 14:50:00
15906,Champions,444,20,7,1077.2399999999998,Low Risk,2011-11-20 12:24:00
15907,Loyal Customers,524,4,3,716.07,Low Risk,2011-12-06 12:21:00
15909,At Risk,212,174,1,191.93999999999997,High Risk,2011-06-19 10:38:00
15910,Champions,544,1,8,1105.0300000000002,Low Risk,2011-12-09 10:51:00
15912,At Risk,212,178,2,254.67,High Risk,2011-06-14 14:29:00
15916,Champions,444,16,8,845.69,Low Risk,2011-11-23 13:46:00
15917,Lost Customers,111,248,1,54.6,High Risk,2011-04-06 10:40:00
15918,At Risk,113,191,2,315.98,High Risk,2011-06-02 11:42:00
15919,Potential Loyalists,413,20,2,411.54,Medium Risk,2011-11-20 11:28:00
15920,Potential Loyalists,231,154,4,140.4,Medium Risk,2011-07-08 15:31:00
15921,At Risk,211,173,1,138.76,High Risk,2011-06-20 11:03:00
15922,At Risk,112,372,2,167.60000000000002,High Risk,2010-12-02 13:05:00
15923,Lost Customers,111,373,1,65.6,High Risk,2010-12-02 12:16:00
15925,At Risk,112,194,1,168.89999999999998,High Risk,2011-05-29 15:35:00
15930,Potential Loyalists,313,67,1,372.78000000000003,Medium Risk,2011-10-03 14:52:00
15932,Champions,545,4,10,1434.2099999999998,Low Risk,2011-12-05 17:13:00
15933,Loyal Customers,424,21,3,1017.2000000000002,Low Risk,2011-11-18 13:14:00
15935,Lost Customers,111,239,1,91.03999999999999,High Risk,2011-04-14 13:27:00
15937,At Risk,311,64,1,145.35,High Risk,2011-10-06 15:48:00
15938,Potential Loyalists,232,112,5,297.58,Medium Risk,2011-08-19 12:56:00
15939,Loyal Customers,244,90,12,766.66,Low Risk,2011-09-11 11:30:00
15940,Lost Customers,111,311,1,0.0,High Risk,2011-02-01 16:21:00
15942,At Risk,212,134,1,255.54,High Risk,2011-07-29 09:01:00
15944,Lost Customers,111,277,1,68.9,High Risk,2011-03-08 10:33:00
15945,Lost Customers,111,365,1,13.6,High Risk,2010-12-09 13:14:00
15947,Potential Loyalists,213,83,1,349.64,Medium Risk,2011-09-18 10:46:00
15948,Loyal Customers,514,8,2,878.29,Low Risk,2011-12-01 15:32:00
15949,Potential Loyalists,413,17,2,349.6,Medium Risk,2011-11-23 09:09:00
15950,Champions,535,2,5,1580.96,Low Risk,2011-12-08 10:34:00
15951,Loyal Customers,523,1,3,571.37,Low Risk,2011-12-08 18:57:00
15952,Loyal Customers,334,34,4,639.3900000000001,Low Risk,2011-11-06 11:18:00
15953,Champions,444,15,9,868.8799999999999,Low Risk,2011-11-24 15:32:00
15955,Champions,445,24,15,3177.46,Low Risk,2011-11-15 14:15:00
15957,Potential Loyalists,413,32,1,399.03999999999996,Medium Risk,2011-11-08 12:14:00
15958,At Risk,211,74,1,87.85,High Risk,2011-09-26 13:41:00
15963,Potential Loyalists,413,20,2,434.36,Medium Risk,2011-11-20 11:33:00
15965,Loyal Customers,434,17,4,704.4000000000001,Low Risk,2011-11-22 16:44:00
15967,Potential Loyalists,413,23,2,325.98,Medium Risk,2011-11-16 15:41:00
15969,Loyal Customers,522,3,3,172.5,Low Risk,2011-12-07 11:06:00
15970,At Risk,113,304,1,314.1,High Risk,2011-02-09 12:08:00
15971,Loyal Customers,342,53,7,273.05,Low Risk,2011-10-18 10:52:00
15973,Lost Customers,111,367,1,34.4,High Risk,2010-12-08 11:42:00
15974,Champions,345,39,8,2556.86,Low Risk,2011-10-31 13:13:00
15975,Potential Loyalists,213,84,1,371.01,Medium Risk,2011-09-16 13:33:00
15976,Potential Loyalists,213,165,2,357.53,Medium Risk,2011-06-27 13:00:00
15977,Potential Loyalists,413,17,2,559.0699999999999,Medium Risk,2011-11-22 13:29:00
15978,Potential Loyalists,214,77,1,891.78,Medium Risk,2011-09-23 15:21:00
15980,Potential Loyalists,224,89,3,1250.0000000000002,Medium Risk,2011-09-12 09:41:00
15981,Champions,445,25,7,1788.4800000000002,Low Risk,2011-11-15 08:00:00
15983,Loyal Customers,434,22,4,1108.01,Low Risk,2011-11-17 17:34:00
15984,Champions,545,3,10,1701.56,Low Risk,2011-12-07 12:16:00
15985,Potential Loyalists,213,123,2,556.4800000000001,Medium Risk,2011-08-08 16:31:00
15986,Potential Loyalists,411,30,1,126.11999999999999,Medium Risk,2011-11-09 15:17:00
15987,Loyal Customers,533,12,5,482.54,Low Risk,2011-11-27 15:38:00
15988,Potential Loyalists,411,19,1,112.13000000000001,Medium Risk,2011-11-20 13:23:00
15990,Potential Loyalists,313,44,2,532.3100000000001,Medium Risk,2011-10-26 15:58:00
15992,Potential Loyalists,511,4,1,27.04,Medium Risk,2011-12-06 11:00:00
15993,Champions,545,9,9,2147.6800000000003,Low Risk,2011-12-01 10:44:00
